portion_replicate,portions
25.0% - #298,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #299,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #300,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #301,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #302,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #303,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #304,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #305,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #306,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #307,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #308,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #309,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #310,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #311,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #312,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #313,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #314,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #315,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #316,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #317,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #318,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #319,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #320,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #321,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #322,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #323,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #324,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #325,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #326,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #327,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #328,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #329,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #330,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #331,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #332,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #333,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #334,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #335,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #336,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #337,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #338,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #339,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #340,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #341,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #342,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #343,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #344,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #345,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #346,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #347,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #348,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #349,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #350,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #351,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #352,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #353,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #354,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #355,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #356,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #357,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #358,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #359,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #360,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #361,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #362,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #363,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #364,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #365,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #366,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #367,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #368,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #369,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #370,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #371,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #372,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #373,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #374,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #375,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #376,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #377,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #378,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #379,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #380,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #381,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #382,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #383,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #384,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #385,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #386,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #387,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #388,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #389,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #390,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #391,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #392,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #393,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #394,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #395,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #396,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #397,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #398,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #399,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #400,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #401,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #402,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #403,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #404,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #405,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #406,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #407,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #408,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #409,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #410,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #411,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #412,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #413,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #414,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #415,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #416,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #417,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #418,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #419,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #420,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #421,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #422,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #423,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #424,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #425,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #426,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #427,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #428,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #429,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #430,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #431,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #432,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #433,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #434,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #435,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #436,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #437,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #438,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #439,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #440,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #441,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #442,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #443,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #444,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #445,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #446,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #447,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #448,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #449,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #450,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #451,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #452,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #453,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #454,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #455,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #456,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #457,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #458,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #459,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #460,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #461,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #462,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #463,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #464,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #465,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #466,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #467,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #468,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #469,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #470,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #471,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #472,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #473,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #474,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #475,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #476,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #477,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #478,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #479,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #480,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #481,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #482,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #483,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #484,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #485,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #486,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #487,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #488,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #489,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #490,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #491,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #492,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #493,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #494,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #495,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #496,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #497,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #498,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #499,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
25.0% - #500,"[4, 3, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]"
